"resilience_total","cdrisc_1","cdrisc_2","cdrisc_3","cdrisc_4","cdrisc_5","cdrisc_6","cdrisc_7","cdrisc_8","cdrisc_9","cdrisc_10","gfma_1_r","gfma_2","gfma_3","gfma_4_r","gfma_5","gfma_6","gfma_7_r","gfma_8_r","gfma_9","gfma_10","gfma_11_r","gfma_12_r","gfma_13","gfma_14_r","gfma_15","gfma_16_r","gfma_17_r","gfma_18","gfma_19","gfma_20_r","gfma_total","gratitude_total","gratitude_1","gratitude_2","gratitude_3_r","gratitude_4","gratitude_5","gratitude_6_r","self_efficacy_total","gse_1","gse_2","gse_3","gse_4","gse_5","gse_6","gse_7","gse_8","gse_9","gse_10","burnout_total","burnout_disengagement","burnout_exhaustion","olbi_1","olbi_2_r","olbi_3_r","olbi_4_r","olbi_5","olbi_6_r","olbi_7","olbi_8_r","olbi_9_r","olbi_10","olbi_11_r","olbi_12_r","olbi_13","olbi_14","olbi_15","olbi_16","perma_pos_emotions","perma_engagement","perma_relationships","perma_meaning","perma_accomplishment","perma_wellbeing","perma_neg_emotion","perma_health","perma_1","perma_2","perma_3","perma_4","perma_5","perma_6","perma_7","perma_8","perma_9","perma_10","perma_11","perma_12","perma_13","perma_14","perma_15","perma_16","perma_17","perma_18","perma_19","perma_20","perma_21","perma_22","perma_23","pfi_fulfillment","pfi_emotexhaust","pfi_disengagement","pfi_1","pfi_2","pfi_3","pfi_4","pfi_5","pfi_6","pfi_7","pfi_8","pfi_9","pfi_10","pfi_11","pfi_12","pfi_13","pfi_14","pfi_15","pfi_16","pss_total","pss_1","pss_2","pss_3","pss_4_r","pss_5_r","pss_6","pss_7_r","pss_8_r","pss_9","pss_10","dom1","dom2","dom3","dom4","who_1","who_2","who_3_r","who_4_r","who_5","who_6","who_7","who_8","who_9","who_10","who_11","who_12","who_13","who_14","who_15","who_16","who_17","who_18","who_19","who_20","who_21","who_22","who_23","who_24","who_25","who_26_r"
31,3,3,3,2,2,4,3,4,4,3,0,0,1,0,0,1,1,0,1,0,1,2,1,1,3,1,0,1,1,1,16,39,7,7,7,6,7,5,32,4,3,3,3,3,4,3,3,3,3,36,21,15,3,3,2,1,2,2,2,1,4,2,2,2,4,2,2,2,6.66666666666667,6.33333333333333,7,8.33333333333333,8.33333333333333,7.3125,4.66666666666667,7.66666666666667,9,9,7,8,7,7,6,7,7,7,8,3,7,5,6,9,9,8,8,3,4,6,7,2.16666666666667,1,0.166666666666667,3,3,2,3,1,1,1,2,1,0,0,0,0,1,0,0,11,3,0,3,0,1,0,1,0,2,1,14.8571428571429,12,13.3333333333333,16,5,2,4,4,4,4,2,4,4,4,2,3,5,4,4,2,4,4,3,3,5,2,4,4,4,2
24,3,3,2,2,2,2,3,2,3,2,3,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,1,1,3,30,24,4,4,4,4,4,4,28,3,3,2,3,3,3,2,4,3,2,50,23,27,2,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,5,3.66666666666667,5,5.33333333333333,4.3125,6,5,5,6,7,4,2,5,7,3,5,4,4,6,3,5,3,7,5,8,3,6,4,3,3,1.5,2.25,1.33333333333333,1,1,1,2,2,2,2,3,2,2,1,1,1,2,1,2,27,3,3,3,2,2,3,3,3,2,3,16.5714285714286,10.4,9.33333333333333,10,3,2,5,5,3,2,2,2,2,3,2,1,4,2,5,3,4,4,3,2,2,3,2,3,4,3
35,4,4,4,3,3,4,4,3,3,3,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,14,42,7,7,7,7,7,7,32,4,3,3,3,3,3,3,3,3,4,34,16,18,1,3,2,2,2,2,2,3,3,2,1,2,3,2,2,2,8.66666666666667,9.33333333333333,8.33333333333333,9.33333333333333,8,8.75,3.66666666666667,7,9,8,9,8,8,8,6,7,10,9,10,3,6,2,9,9,9,7,8,3,9,9,9,2.83333333333333,0.75,0,3,3,3,3,3,2,1,1,0,1,0,0,0,0,0,0,6,1,1,1,0,0,1,0,0,1,1,17.7142857142857,15.2,16,17,5,4,4,5,5,4,4,4,4,4,4,3,5,3,5,4,4,5,4,4,3,5,5,5,5,2
37,4,4,3,4,4,4,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,38,7,7,7,7,7,3,31,3,3,3,3,3,3,4,3,3,3,25,11,14,1,2,1,1,2,1,1,2,1,3,1,1,4,1,1,2,8.66666666666667,10,10,9.33333333333333,7.66666666666667,9.1875,1.33333333333333,8,8,8,10,8,8,10,2,8,10,8,10,0,7,1,10,7,10,9,10,1,10,10,10,3.83333333333333,1.75,0,4,4,4,3,4,4,2,2,1,2,0,0,0,0,0,0,15,1,4,1,0,0,2,3,3,1,0,19.4285714285714,14.4,18.6666666666667,15,5,4,5,5,5,5,3,5,4,5,2,2,5,1,5,4,5,5,4,5,5,4,4,5,4,2
22,2,2,2,2,3,2,3,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,2,2,2,1,1,1,2,1,23,24,5,4,5,3,5,2,28,3,3,2,3,2,3,3,3,3,3,53,24,29,2,4,4,4,3,3,3,4,3,4,3,4,3,2,3,4,4.66666666666667,5,5.33333333333333,4.33333333333333,3.66666666666667,4.625,6,4.33333333333333,5,2,5,5,5,5,5,2,5,4,3,7,3,6,6,7,3,5,5,7,7,5,5,0.833333333333333,3,2,0,1,1,1,2,0,2,2,4,4,2,2,2,2,2,2,23,2,2,3,2,3,2,2,2,2,3,13.1428571428571,10.4,6.66666666666667,14.5,3,2,3,4,3,3,2,4,4,2,1,3,3,2,4,4,3,3,2,2,1,2,3,5,5,4
40,4,4,4,4,4,4,4,4,4,4,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,6,40,7,7,7,6,7,6,36,4,3,3,4,4,4,3,3,4,4,21,10,11,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,9.33333333333333,9.66666666666667,9.33333333333333,10,9,8.875,0.333333333333333,10,10,8,9,10,8,8,1,9,10,10,10,10,10,0,10,10,10,10,10,0,10,10,0,3.83333333333333,0,0,4,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5714285714286,17.6,17.3333333333333,18.5,5,5,5,3,5,5,4,5,5,5,5,4,5,3,5,1,5,5,5,4,4,5,5,5,5,2
34,4,4,2,3,4,4,4,3,3,3,1,3,3,3,0,1,1,0,0,0,2,1,2,0,2,0,0,0,1,1,21,38,7,7,7,7,7,3,37,4,3,4,4,4,4,4,2,4,4,38,19,19,2,2,4,2,4,2,2,1,2,2,1,4,4,2,2,2,8,7.33333333333333,8.33333333333333,8.33333333333333,8.66666666666667,8.125,1.33333333333333,9.33333333333333,8,8,8,10,8,9,2,8,8,9,7,0,8,1,9,10,9,10,7,1,7,7,8,2.83333333333333,0.25,0.333333333333333,3,3,3,3,2,3,0,0,1,0,1,0,1,0,0,0,6,1,0,1,0,1,0,1,1,1,0,17.7142857142857,14.4,12,19,5,4,5,5,4,4,3,5,4,5,4,4,5,5,5,2,5,4,4,4,1,4,5,5,5,2
27,3,3,2,3,2,3,2,3,3,3,1,1,2,1,1,0,1,1,0,0,1,2,1,1,2,1,1,1,0,2,20,37,7,6,6,5,6,7,30,3,3,3,3,3,3,3,3,3,3,42,21,21,2,3,2,3,3,2,3,3,3,2,2,2,4,3,3,2,6.33333333333333,6,7,6.66666666666667,8,6.75,3.33333333333333,6,6,7,6,7,7,8,3,8,7,9,7,6,5,3,8,9,7,6,5,4,5,3,6,1.5,2,1.16666666666667,2,1,2,2,1,1,2,2,2,2,0,0,1,2,2,2,19,2,2,2,2,2,1,2,2,2,2,9.71428571428571,10.4,10.6666666666667,12,4,2,2,3,3,3,3,3,2,3,3,4,4,3,3,2,2,2,1,3,1,4,1,3,4,3
24,2,3,2,2,2,3,2,2,3,3,1,1,1,0,1,1,1,1,0,1,1,1,1,1,2,2,1,1,2,1,21,37,7,7,6,6,5,6,30,3,3,2,3,3,3,3,3,4,3,45,22,23,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,4.33333333333333,5.66666666666667,4,5.33333333333333,4.66666666666667,4.8125,6,7,6,4,5,7,2,6,6,6,5,6,6,9,7,4,4,4,5,7,2,8,6,5,5,1.83333333333333,2.25,2.33333333333333,1,2,2,2,2,2,3,1,3,2,2,2,2,2,3,3,20,3,2,2,1,2,2,2,2,2,2,13.7142857142857,12.8,8,16,4,4,4,3,3,3,2,3,4,4,3,3,4,5,5,3,4,1,3,2,1,3,3,5,5,4
20,2,2,1,2,2,4,2,2,2,1,0,1,0,1,1,0,0,0,1,1,1,2,1,2,0,0,0,0,0,1,12,38,7,7,6,6,6,6,29,3,2,3,3,3,3,3,3,3,3,27,12,15,2,3,1,1,2,2,1,2,1,2,1,1,2,2,2,2,7.66666666666667,8,6.66666666666667,8.33333333333333,7.66666666666667,7.75,5,6,8,8,8,6,7,7,6,7,9,8,8,3,6,4,7,8,8,6,6,5,8,8,9,3,1,0.833333333333333,3,4,4,2,3,2,1,1,1,1,1,1,0,1,1,1,17,2,2,2,1,1,2,2,2,1,2,16.5714285714286,13.6,12,17.5,4,4,3,5,4,4,3,5,4,4,3,5,4,5,5,4,4,4,4,3,3,3,5,3,4,2
35,3,4,2,4,3,4,4,4,3,4,1,1,1,1,0,2,1,0,2,0,2,1,1,1,0,1,0,0,2,0,17,40,7,7,7,7,6,6,33,4,3,3,3,3,4,3,3,4,3,39,20,19,2,4,2,2,1,2,2,2,4,2,2,3,4,2,2,3,3.33333333333333,6.33333333333333,5,4.33333333333333,6.33333333333333,4.9375,3.66666666666667,0.333333333333333,4,6,5,1,3,8,4,5,4,5,8,7,0,4,7,8,5,0,0,3,6,2,3,2,1.5,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,18,2,1,2,2,2,1,2,2,2,2,13.1428571428571,10.4,6.66666666666667,16,4,1,3,5,3,3,3,5,3,3,2,3,4,5,4,4,2,2,2,1,1,3,3,4,5,3
33,4,4,4,4,3,3,2,3,3,3,0,0,0,0,0,1,0,0,0,0,1,1,2,2,0,1,0,0,0,0,8,42,7,7,7,7,7,7,35,4,3,2,3,4,4,4,4,4,3,30,14,16,2,4,2,1,1,1,1,2,1,2,1,2,4,2,2,2,5.33333333333333,7.33333333333333,4.33333333333333,5.33333333333333,5,5.5,6,2.66666666666667,7,6,7,3,4,7,6,3,3,7,7,2,2,3,5,6,6,3,1,9,8,5,6,3.33333333333333,1.5,0.666666666666667,4,3,3,4,4,2,0,3,0,3,0,0,0,0,2,2,17,3,3,3,0,2,1,0,3,0,2,15.4285714285714,12.8,9.33333333333333,12.5,4,2,4,5,4,3,2,4,3,4,4,2,5,4,4,4,2,4,2,2,1,4,1,2,4,3
33,4,4,3,3,4,3,3,3,3,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,2,1,1,1,1,1,19,42,7,7,7,7,7,7,37,4,3,3,4,4,4,3,4,4,4,28,10,18,1,3,1,3,1,2,1,2,1,3,1,2,1,2,2,2,7.66666666666667,6,8,7.33333333333333,7,7.1875,2.66666666666667,7,7,7,8,8,8,10,3,7,8,8,7,7,5,2,7,7,7,8,7,3,3,7,7,4,0.75,0.166666666666667,4,4,4,4,4,4,0,1,1,1,0,0,0,1,0,0,11,1,1,2,1,1,2,1,1,1,0,17.7142857142857,15.2,14.6666666666667,18.5,5,3,4,5,4,4,3,5,5,4,5,4,5,3,5,5,4,4,4,4,3,4,5,5,5,2
29,3,3,1,2,4,4,3,2,4,3,1,1,1,0,1,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,10,39,7,7,7,7,7,4,32,3,3,3,3,3,4,3,4,3,3,33,15,18,2,3,1,2,2,2,1,2,2,2,2,2,3,3,2,2,6,10,5.66666666666667,8,7.33333333333333,7.375,5,7.33333333333333,6,8,10,8,6,2,5,6,8,6,10,7,7,7,8,8,10,7,7,3,10,6,7,3.5,1,0,4,4,4,4,4,1,2,1,0,1,0,0,0,0,0,0,22,4,3,3,1,2,2,2,1,3,1,16,10.4,12,17.5,4,4,5,5,3,3,3,5,3,4,2,4,5,3,5,3,3,3,3,3,3,3,5,5,5,2
32,3,4,2,3,4,3,3,3,4,3,1,1,1,1,1,1,1,1,0,1,0,2,1,1,1,1,1,1,0,1,18,38,7,7,6,6,6,6,30,3,3,3,3,3,3,3,3,3,3,29,13,16,2,2,1,2,2,1,2,2,2,2,1,2,3,2,1,2,8.33333333333333,7,9.66666666666667,9,8,8.375,3.33333333333333,7.66666666666667,10,8,6,8,7,9,6,7,9,9,9,0,7,2,10,9,8,8,10,2,6,9,8,3.5,1,0,3,4,4,3,4,3,1,1,1,1,0,0,0,0,0,0,10,1,1,2,1,1,0,1,2,1,0,19.4285714285714,14.4,18.6666666666667,19,5,4,5,5,4,4,4,5,5,5,4,4,5,4,5,4,5,5,4,5,4,5,5,5,5,2
32,3,4,4,3,3,4,3,2,3,3,0,0,0,0,0,1,1,0,0,0,1,2,0,1,2,1,2,0,0,0,11,42,7,7,7,7,7,7,37,4,3,3,4,4,4,3,4,4,4,17,9,8,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,8,8.66666666666667,7.66666666666667,8,7.33333333333333,8,6,8.33333333333333,8,7,9,8,9,9,7,7,8,8,8,6,8,6,7,8,8,9,7,5,9,7,9,3,1,0.333333333333333,3,3,3,3,3,3,3,0,1,0,0,1,0,1,0,0,20,3,2,2,1,1,3,2,2,2,2,17.7142857142857,17.6,14.6666666666667,17,4,5,4,4,5,5,4,5,5,5,5,4,5,5,5,4,4,5,5,3,3,5,2,4,4,2
26,3,3,2,2,4,2,2,2,3,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,17,38,6,6,6,7,7,6,32,4,3,3,3,3,3,3,3,4,3,34,17,17,2,3,2,2,2,2,1,2,3,2,2,2,3,2,2,2,6.33333333333333,6.66666666666667,7.66666666666667,8.66666666666667,7,7.25,7,7.66666666666667,10,6,7,8,6,8,7,6,7,6,6,6,7,6,7,9,9,8,8,8,7,7,7,2.83333333333333,1.25,0,2,3,3,3,3,3,2,1,1,1,0,0,0,0,0,0,18,2,2,3,1,2,2,1,2,2,1,15.4285714285714,14.4,13.3333333333333,14.5,4,4,4,5,3,4,3,3,4,4,4,3,4,3,4,2,4,4,4,4,2,4,4,4,4,3
29,3,4,3,2,3,3,3,2,3,3,2,2,2,0,0,2,1,0,0,1,1,1,1,1,2,3,1,0,0,0,20,38,6,6,7,7,6,6,32,4,3,3,3,3,4,3,3,3,3,30,17,13,2,2,2,1,1,2,2,2,2,1,2,2,2,2,3,2,6.66666666666667,8.66666666666667,6.66666666666667,5.66666666666667,7.66666666666667,7.0625,5.33333333333333,8.33333333333333,6,6,9,9,7,7,7,8,5,7,9,6,7,2,6,9,6,9,7,7,8,6,7,2.33333333333333,1.5,0.333333333333333,2,2,2,4,2,2,2,1,2,1,0,0,0,0,1,1,18,2,2,2,2,2,2,1,2,1,2,16,13.6,8,17.5,4,4,4,5,3,3,4,5,5,4,4,3,5,4,5,2,4,4,3,2,1,3,5,3,5,4
38,4,4,4,4,3,3,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,41,7,7,7,7,7,6,40,4,4,4,4,4,4,4,4,4,4,35,18,17,1,3,2,2,2,2,2,2,3,2,2,2,4,2,2,2,8.33333333333333,7.66666666666667,8,7.33333333333333,7.66666666666667,7.8125,2,5.33333333333333,7,8,7,6,9,8,3,8,8,9,9,6,6,1,8,7,7,4,8,2,7,7,8,3,1.5,0,3,3,3,3,3,3,1,2,2,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,16.5714285714286,12.8,12,18,5,2,5,5,3,4,3,5,5,3,3,4,5,5,5,3,4,4,4,3,2,4,5,3,4,2
29,3,3,3,3,3,3,2,3,3,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,5,42,7,7,7,7,7,7,40,4,4,4,4,4,4,4,4,4,4,17,8,9,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9.66666666666667,9.33333333333333,9.66666666666667,8,9.125,3.33333333333333,8.66666666666667,9,8,10,9,8,9,4,8,10,9,9,0,8,3,10,8,10,9,9,3,10,10,9,3,0.25,0,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0,13,1,2,2,3,2,1,0,0,1,1,20,16.8,18.6666666666667,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1
35,1,4,4,4,3,4,4,3,4,4,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,1,7,42,7,7,7,7,7,7,36,4,3,4,3,4,4,4,3,4,3,31,15,16,1,2,1,1,2,2,1,2,2,2,2,3,4,2,2,2,8.66666666666667,10,8.33333333333333,10,8.66666666666667,9.125,1,7.33333333333333,10,8,10,7,10,8,2,10,10,8,10,9,6,0,9,8,10,9,8,1,10,8,9,3.83333333333333,1,0.166666666666667,4,4,4,3,4,4,0,2,0,2,0,1,0,0,0,0,10,1,2,0,1,1,1,1,1,1,1,17.1428571428571,15.2,14.6666666666667,15,4,4,5,5,4,4,4,4,3,4,5,4,4,3,5,2,4,5,5,4,2,5,2,5,5,1
32,4,4,3,2,3,3,2,3,4,4,0,0,0,0,3,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,9,42,7,7,7,7,7,7,38,4,3,3,4,4,4,4,4,4,4,36,17,19,2,3,2,2,2,2,2,2,1,2,2,2,3,3,3,3,7,7.33333333333333,6.33333333333333,7.66666666666667,8,7.125,3.66666666666667,7.66666666666667,7,8,8,8,5,7,4,8,8,9,8,5,7,2,7,8,8,8,5,5,6,7,5,2.5,1,0.666666666666667,2,3,2,3,3,2,1,1,1,1,0,0,1,1,1,1,13,1,2,2,0,1,2,1,2,1,1,14.8571428571429,14.4,13.3333333333333,12,3,3,4,3,3,4,4,4,2,4,5,2,4,2,4,3,4,4,4,3,3,4,2,4,4,2
34,4,3,4,3,4,4,3,2,3,4,1,1,1,2,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,0,24,39,7,7,6,6,7,6,38,4,3,4,4,3,4,4,4,4,4,36,17,19,2,3,2,2,2,2,2,3,2,2,1,3,4,2,2,2,8.33333333333333,8.33333333333333,9.66666666666667,9,9,8.875,2.66666666666667,8.33333333333333,8,8,8,8,8,9,3,9,9,9,9,2,7,3,10,10,10,10,10,2,8,8,9,3.33333333333333,0.75,0.833333333333333,3,3,3,3,4,4,1,1,0,1,1,1,1,2,0,0,9,1,1,2,0,0,1,1,0,2,1,15.4285714285714,17.6,18.6666666666667,19,5,4,3,3,5,5,4,5,5,4,5,5,4,4,4,5,4,4,5,4,5,5,5,5,5,2
37,4,4,4,4,4,3,3,3,4,4,1,1,1,0,1,2,1,1,1,1,0,1,1,1,2,1,1,1,1,1,20,42,7,7,7,7,7,7,35,4,3,3,3,3,4,3,4,4,4,31,15,16,4,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,8.66666666666667,8.66666666666667,8,10,8.66666666666667,8.8125,3,2.66666666666667,10,9,8,2,9,8,4,8,10,8,9,2,1,3,8,9,10,5,8,2,9,9,9,4,1,0.5,4,4,4,4,4,4,1,1,1,1,1,1,1,0,0,0,14,2,2,2,0,0,2,1,1,2,2,12,13.6,14.6666666666667,16.5,5,1,2,1,5,5,4,5,4,4,1,4,4,4,2,4,4,4,4,4,3,4,4,4,4,2
29,3,3,2,3,3,3,3,3,3,3,2,2,2,0,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1,29,39,7,7,6,6,7,6,37,3,3,3,4,4,4,4,4,4,4,41,21,20,3,3,3,2,2,3,3,3,3,2,1,3,2,3,3,2,7,5.66666666666667,6.33333333333333,8.33333333333333,8.33333333333333,7.125,5.66666666666667,9,9,9,6,9,6,7,3,7,9,7,6,7,9,7,6,9,7,9,6,7,5,8,7,2.33333333333333,1,1,2,3,3,2,2,2,1,0,2,1,1,1,2,0,1,1,14,3,2,2,1,1,1,1,1,2,0,18.2857142857143,14.4,13.3333333333333,18,4,4,4,5,4,4,4,5,5,4,4,5,5,4,5,4,5,5,4,4,2,4,5,3,4,2
40,4,4,4,4,4,4,4,4,4,4,2,1,1,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,10,42,7,7,7,7,7,7,39,4,4,3,4,4,4,4,4,4,4,29,17,12,1,1,1,2,1,2,2,1,3,2,2,2,4,1,2,2,8.33333333333333,8.66666666666667,7,8.66666666666667,8,8.125,1.66666666666667,7.33333333333333,8,8,8,7,8,7,2,7,9,8,8,0,7,2,9,9,9,8,5,1,10,9,8,3,1,0.666666666666667,2,3,3,4,3,3,1,1,1,1,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,17.7142857142857,16.8,13.3333333333333,17,4,3,5,5,4,5,4,5,4,4,5,5,5,4,5,4,4,4,5,3,3,4,4,2,5,2
34,3,4,3,3,3,3,3,4,4,4,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,28,33,7,7,7,3,5,4,31,4,2,3,3,3,4,3,3,3,3,43,24,19,3,3,2,2,2,3,3,2,4,3,1,2,4,2,4,3,6,6.33333333333333,5.66666666666667,5,7.33333333333333,6.125,1.33333333333333,3.33333333333333,3,6,4,4,4,7,1,7,6,8,6,8,2,1,7,9,6,4,3,2,9,6,7,2,0.75,1,2,3,2,4,1,0,0,0,2,1,0,1,1,2,1,1,17,2,1,2,1,2,2,2,2,1,2,13.7142857142857,12,8,16.5,3,3,4,5,2,3,3,5,3,3,4,5,4,3,4,3,3,2,4,2,1,3,3,5,5,2
31,3,3,2,2,4,3,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66666666666667,8,7.66666666666667,8,7.66666666666667,7.5625,2.33333333333333,7.66666666666667,8,7,8,8,6,9,2,7,8,8,8,1,7,2,8,9,8,8,6,3,8,6,7,3,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,14,2,1,2,1,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,42,7,7,7,7,7,7,40,4,4,4,4,4,4,4,4,4,4,19,11,8,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,10,10,10,10,10,10,0.666666666666667,8.66666666666667,10,10,10,8,10,10,0,10,10,10,10,0,8,1,10,10,10,10,10,1,10,10,10,4,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,6,1,0,1,4,0,0,0,0,0,0,19.4285714285714,16,18.6666666666667,20,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,1
35,4,4,3,3,3,4,4,3,4,3,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,1,2,0,9,42,7,7,7,7,7,7,36,4,3,4,4,4,4,3,3,3,4,38,23,15,3,3,3,2,2,2,3,1,4,1,1,2,4,2,3,2,6.33333333333333,4,4,5,6,5.125,2.33333333333333,4,4,4,3,4,7,5,3,5,4,8,6,3,3,1,4,9,7,5,3,3,3,4,6,1.16666666666667,0.75,0.166666666666667,1,1,1,3,0,1,1,0,2,0,0,0,0,1,0,0,8,1,0,2,0,1,0,2,2,0,0,16.5714285714286,15.2,10.6666666666667,15.5,4,3,5,5,4,5,3,3,3,4,4,3,5,4,5,3,4,3,4,3,2,3,4,4,5,2
30,3,3,4,3,3,3,2,2,4,3,1,0,1,1,0,1,1,0,0,0,1,2,1,1,1,1,0,0,1,1,14,42,7,7,7,7,7,7,31,4,2,3,3,3,4,3,3,3,3,34,19,15,2,3,2,1,2,2,2,1,2,2,2,2,4,1,3,3,8.66666666666667,8.66666666666667,5.66666666666667,7.33333333333333,7.33333333333333,7.625,3.33333333333333,6.66666666666667,7,8,8,7,9,6,3,6,7,9,9,3,5,3,8,8,8,8,3,4,9,8,9,2.66666666666667,1.25,0,2,3,2,3,3,3,2,1,1,1,0,0,0,0,0,0,13,2,1,2,1,2,0,1,1,2,1,17.7142857142857,14.4,9.33333333333333,17,4,3,5,5,4,4,3,5,3,4,4,4,5,5,5,4,4,4,4,2,1,4,4,4,4,2
37,4,4,4,4,4,4,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33333333333333,8.66666666666667,8.66666666666667,9.33333333333333,9.33333333333333,8.875,2,9,9,9,8,9,8,9,2,9,10,9,9,2,9,2,9,10,9,9,8,2,9,8,9,3.33333333333333,0.25,0.166666666666667,3,4,3,3,3,4,1,0,0,0,0,0,1,0,0,0,7,1,1,1,0,0,1,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,1,0,0,0,6,42,7,7,7,7,7,7,40,4,4,4,4,4,4,4,4,4,4,32,19,13,1,2,2,2,1,3,2,2,3,1,2,2,4,1,2,2,8.33333333333333,8.33333333333333,8.33333333333333,8.33333333333333,8.66666666666667,8.375,0.333333333333333,10,8,8,8,10,9,9,0,8,8,8,8,7,10,0,8,10,9,10,8,1,9,8,8,3.16666666666667,0,0.166666666666667,3,3,3,4,3,3,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,1,0,1,1,0,0,18.8571428571429,16.8,14.6666666666667,18.5,5,5,5,4,5,4,4,5,4,5,5,5,5,5,5,4,5,5,5,4,3,4,4,4,5,2
25,2,3,2,2,2,3,3,2,3,3,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,2,21,34,6,6,6,6,5,5,27,3,2,2,3,3,3,2,3,3,3,41,20,21,2,4,3,3,2,3,2,3,2,2,2,3,3,2,3,2,3.33333333333333,6.66666666666667,5,5.66666666666667,4.33333333333333,5,6.33333333333333,2.66666666666667,5,3,7,3,3,4,7,2,4,3,4,6,2,6,6,8,8,3,5,6,9,4,5,1.66666666666667,2,1.5,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,27,3,3,3,3,2,3,3,2,3,2,12,9.6,10.6666666666667,11,3,2,3,4,2,3,1,2,3,3,2,1,4,2,3,1,4,3,2,3,1,4,3,4,3,3
